disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,mitigationAmount,dcc,damageCategory,lastRefresh,hash,id
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),181,Old Cazadero - (A & E Services - Version 0),097-99097-00,C - Roads and Bridges,Large,Sonoma County,97,California,CA,6,3086529.74,2314897.31,2314897.31,2020-02-19T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-06T15:05:57.232Z,335ade301125c3cb298ca2525bbf55585c702c67,c2e5d25a-034b-4af3-b413-1bf591589217
1603,2005-08-29T00:00:00.000Z,Hurricane,14338,(PW# 14338) INTERIM HOUSING,087-UC8WS-00,B - Emergency Protective Measures,Small,St. Bernard Parish,87,Louisiana,LA,22,24600.0,24600.0,24600.0,2015-06-16T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-21T15:02:39.229Z,5e3c3dc8cb32ebda194ddaf66dfd60abfb846cc6,f62361eb-ac24-4289-bf11-bc6fdd3f68c4
4316,2017-06-01T00:00:00.000Z,Winter Storm,5,Debris Removal: Days 31-90,001-10660-00,A - Debris Removal,Small,Belknap County,1,New Hampshire,NH,33,4395.3,3296.48,3296.48,2018-08-20T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,de36282e74dfc138370702a5963d66950390a88d,9956ec28-29f3-4e31-9ee3-c11feb828ba8
4329,2017-08-09T00:00:00.000Z,Severe Storm(s),38,Damaged Town Roads and Culverts,009-80500-00,C - Roads and Bridges,Large,Grafton County,9,New Hampshire,NH,33,132169.53,99127.15,99127.15,2018-08-29T00:00:00.000Z,408.4,C,Roads and Bridges,2025-04-05T15:02:37.720Z,e16c784d3ab075ccad076d57601f9bd434e782e8,68676137-e760-4ea2-85ff-1a5a1cd6fbe3
4330,2017-08-16T00:00:00.000Z,Flood,11,Airport Road and Culverts,023-76525-00,C - Roads and Bridges,Small,Washington County,23,Vermont,VT,50,31030.06,23272.54,23272.54,2019-04-15T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,b73160a8522c30f0a8ea7bf5fa3ce029dd40ef7d,00722df8-dccc-4273-938a-e6d5ece8e4b3
4323,2017-07-12T00:00:00.000Z,Flood,49,Rugby Culvert,069-68860-00,C - Roads and Bridges,Small,Pierce County,69,North Dakota,ND,38,64515.4,48386.55,48386.55,2018-08-20T00:00:00.000Z,17125.68,C,Roads and Bridges,2025-04-05T15:02:37.720Z,ca5196a85087f83523a9a25ce12026289b6a86eb,501574a0-7761-462d-a611-44b51efc6854
4330,2017-08-16T00:00:00.000Z,Flood,102,Storm repairs on local roads (Group 4) ,017-72400-00,C - Roads and Bridges,Large,Orange County,17,Vermont,VT,50,184595.53,138446.65,138446.65,2019-02-14T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,7d77447b78d196c56f24f5ecfc0a95e3b9f2314e,8a1d7b72-00cf-45b3-a5ba-feb46fd9c721
4323,2017-07-12T00:00:00.000Z,Flood,72,Antler/Bentinck/Scandia/Wellington Twps,009-99009-00,C - Roads and Bridges,Small,Bottineau County,9,North Dakota,ND,38,10675.9,8006.93,8006.93,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,1fef3c38303a0f2b216d7aecaf91262877392716,bdaf1207-cd6f-48f8-8e67-36b5dacb6525
4329,2017-08-09T00:00:00.000Z,Severe Storm(s),29,Haverhill (Town of) Work to be Completed - Roads and Culverts,009-34820-00,C - Roads and Bridges,Large,Grafton County,9,New Hampshire,NH,33,665475.07,499106.31,499106.31,2020-02-19T00:00:00.000Z,534437.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,d99c5f02ae7a0f21a073dd0236113049c5bf5614,40daec0b-09ce-47fc-ba79-f534fc101572
4329,2017-08-09T00:00:00.000Z,Severe Storm(s),1,Haverhill Corner (Precinct) water facility,009-UUAI6-00,F - Utilities,Small,Grafton County,9,New Hampshire,NH,33,3645.0,2733.75,2733.75,2018-08-20T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,24426315e1565fd33a9b9aa58894c48dbd16a477,66776727-a955-4815-befb-719c72231d75
4323,2017-07-12T00:00:00.000Z,Flood,32,Renville County Multiple Townnships Cat. C 100% Completed work.,075-99075-00,C - Roads and Bridges,Small,Renville County,75,North Dakota,ND,38,100586.91,75440.19,75440.19,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,35fe3971c59aeb7231b4839cf35d3ff5e1fc4da2,f9226753-c75c-44b1-a3fe-5351ec45a5b0
4323,2017-07-12T00:00:00.000Z,Flood,20,"County Roads - Grey, Huron, Minto, North Loma, & Waterloo",019-99019-00,C - Roads and Bridges,Small,Cavalier County,19,North Dakota,ND,38,68598.58,51448.94,51448.94,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,d3a8dcd1fca293e8880456840cb2f369a173273e,495a3a96-6684-4bdf-9d05-53838195ef72
4330,2017-08-16T00:00:00.000Z,Flood,45,Hartland - Town Roads and Ditches,027-32425-00,C - Roads and Bridges,Small,Windsor County,27,Vermont,VT,50,66757.77,50068.33,50068.33,2018-08-23T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,42ae7cf5d149010deab3496dea28c411f893c2cc,254dbd4e-b428-46f1-8cda-c7ed01869f9d
4323,2017-07-12T00:00:00.000Z,Flood,56,Bottineau County WRD  - Emergency PW,009-UCZZE-00,B - Emergency Protective Measures,Small,Bottineau County,9,North Dakota,ND,38,13228.18,9921.14,9921.14,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,abdb7ff6bce6b3aece2c0744be20a0956cf81ca1,fe20f558-d02f-4b2f-9e6f-deeb0b70d585
4337,2017-09-10T00:00:00.000Z,Hurricane,1859,Immokalee EMP,021-U1ZS6-00,B - Emergency Protective Measures,Small,Collier County,21,Florida,FL,12,116608.55,116608.55,116608.55,2018-08-27T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,2c47e0ee87abb37dbdfd5308e63a166990752681,aec6e58a-e5ac-4aa7-9719-38f58dec6ea8
4329,2017-08-09T00:00:00.000Z,Severe Storm(s),19,Piermont (Town of) Work to be Completed ,009-61060-00,C - Roads and Bridges,Small,Grafton County,9,New Hampshire,NH,33,47306.4,35479.8,35479.8,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,7282146a00c60ac8f6b0cc93c08dde9ad0e1514f,67b612b3-ffef-4fe3-bad0-3fd6738fb5c8
4337,2017-09-10T00:00:00.000Z,Hurricane,10,Virginia Gardens - Sidewalk Repair,086-74575-00,C - Roads and Bridges,Small,Miami-Dade County,86,Florida,FL,12,4932.0,4438.8,4438.8,2019-09-04T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,12c427e319c107576e83d7926688e205285d5d0d,05508dbf-4d1f-41a7-9a38-69f4b9fed4d6
4337,2017-09-10T00:00:00.000Z,Hurricane,886,"Miami Springs Emergency Protective Measures Sept. 4 to Oct. 3, 2017",086-45200-00,B - Emergency Protective Measures,Small,Miami-Dade County,86,Florida,FL,12,93092.87,93092.87,93092.87,2018-10-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,7d063d6485648a3a2a03b1da0921bf9f66f5ce66,ca01e25b-6be2-46bd-8a5c-f6f97ed974bf
4337,2017-09-10T00:00:00.000Z,Hurricane,13,Englewood area Fire Control District Emergency Protective Measures,115-0F03E-00,B - Emergency Protective Measures,Small,Sarasota County,115,Florida,FL,12,39506.77,39506.77,39506.77,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,251da3e621c8f8cbf198cb99bab720ae788fa5c6,ffe0829c-8267-4e88-b97b-8d72a6804b43
4337,2017-09-10T00:00:00.000Z,Hurricane,531,Cat B 100%- EPM,011-57425-00,B - Emergency Protective Measures,Large,Broward County,11,Florida,FL,12,635692.64,635692.64,635692.64,2020-01-07T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,4ccb31136712a1345d713742096f4dfda191cfe5,928e562a-6472-4482-abb5-dd0f747e49ad
4337,2017-09-10T00:00:00.000Z,Hurricane,7550,Recreation Facilities,117-00950-00,"G - Parks, Recreational Facilities, and Other Items",Large,Seminole County,117,Florida,FL,12,141403.4,127263.06,127263.06,2019-09-13T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,486ca83e0c488d08a8f6354297b59d2f10a917b6,2140b56e-c790-455a-9185-0726b7f32f47
4329,2017-08-09T00:00:00.000Z,Severe Storm(s),8,Maplewood Hill Road,009-05460-00,C - Roads and Bridges,Small,Grafton County,9,New Hampshire,NH,33,7705.81,5779.36,5779.36,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,7c56e002b542e6f85f97a57e5bce5fca5eab0d05,df3a2aad-d216-4fd2-9256-c30019bd0642
4337,2017-09-10T00:00:00.000Z,Hurricane,5248,Debris Removal - 30 day 9/18 - 10/17,029-99029-00,A - Debris Removal,Small,Dixie County,29,Florida,FL,12,94348.41,84913.57,84913.57,2019-07-08T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,4a8a5850bb02ac12754c668e4ee3711bcd16a9c0,ead4dd89-510f-474f-a573-b8de7b43dcc4
4337,2017-09-10T00:00:00.000Z,Hurricane,96,DR-4337-FL  Lee County Sheriff Department,071-0C85C-00,B - Emergency Protective Measures,Large,Lee County,71,Florida,FL,12,3112577.08,3112577.08,3112577.08,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,a0d1c0910a8cda8de552eb30943e10c55cb101c7,1abb3220-338f-45fc-a26e-510c3bb78c9e
4337,2017-09-10T00:00:00.000Z,Hurricane,20,Jetty Light ,086-03275-00,"G - Parks, Recreational Facilities, and Other Items",Small,Miami-Dade County,86,Florida,FL,12,5447.31,4902.58,4902.58,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,565ce0341beafbd84e06d5fde7c6b38a1ebd0e94,c6591656-e738-435a-87ec-94903c899337
4337,2017-09-10T00:00:00.000Z,Hurricane,365,City of Lake Placid,055-38625-00,B - Emergency Protective Measures,Small,Highlands County,55,Florida,FL,12,33072.88,33072.88,33072.88,2018-09-26T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,0c41a930e2e5c00fbb8e17586ebed71abccec956,19a0bd28-3538-46e1-b86e-5947c702333a
4337,2017-09-10T00:00:00.000Z,Hurricane,800,Purchased Items,081-01475-00,B - Emergency Protective Measures,Small,Manatee County,81,Florida,FL,12,8648.72,8648.72,8648.72,2018-11-29T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,e16dc3b2a30d5019c01a8e100bd7ce773874f4f8,2c7494a2-08da-44f6-91f6-ef2c99c68004
4482,2020-03-22T00:00:00.000Z,Biological,217,The Honey Agency,000-UCCHB-00,B - Emergency Protective Measures,Large,Statewide,67,California,CA,6,228450.0,228450.0,228450.0,2021-03-31T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-06T15:05:57.232Z,92694fb7dfb162821d712d1c2a7f7bb50d83b066,1ba1fabd-56f4-49b6-88e6-2ed802f6dba4
4337,2017-09-10T00:00:00.000Z,Hurricane,1807,Water Treatment Buildings,051-99051-00,E - Buildings and Equipment,Small,Hendry County,51,Florida,FL,12,10434.02,9390.62,9390.62,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,5383fbc08fa01836b44d5c138162b935eebf9e74,d894444c-70c3-44ed-a7c3-44a77d4256d2
4337,2017-09-10T00:00:00.000Z,Hurricane,184,Emergency Protective Measures,095-78050-00,B - Emergency Protective Measures,Small,Orange County,95,Florida,FL,12,12614.96,12614.96,12614.96,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,f163ff45fc2b086fd70246ff24ee8d95deda6d61,590d3744-00b0-4db5-9262-817671c22942
4337,2017-09-10T00:00:00.000Z,Hurricane,2425,Holmes Beach Debris Removal 9/18/17 to 10/17/17,081-32150-00,A - Debris Removal,Small,Manatee County,81,Florida,FL,12,37419.27,33677.34,33677.34,2019-02-07T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,0543565aacf1a78747242d796b1e0aad6ca41e99,e9489d5a-a31c-490c-be41-5134cab08f41
4337,2017-09-10T00:00:00.000Z,Hurricane,452,Holmes Beach Emergency Protective Measures,081-32150-00,B - Emergency Protective Measures,Small,Manatee County,81,Florida,FL,12,43683.14,43683.14,43683.14,2018-10-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,280dbf643e482f8174b023c1074d7e105d2b19e2,a2e0e3aa-7231-4915-a550-f148d3fadaa2
4337,2017-09-10T00:00:00.000Z,Hurricane,5353,"Traffic Signals, Signs Damages, Sidewalks",115-64175-00,C - Roads and Bridges,Small,Sarasota County,115,Florida,FL,12,40146.03,36131.43,36131.43,2019-09-04T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,3182dec8c45c17ad1e71611936863cb949772097,c04651c5-be20-44de-be6e-ed73e955e3b1
4337,2017-09-10T00:00:00.000Z,Hurricane,7252,Public Works Emergency Protective Measures,011-32000-00,B - Emergency Protective Measures,Small,Broward County,11,Florida,FL,12,122651.97,122651.97,122651.97,2019-09-13T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,7077b985bf2bc849a1d619e996814936ec4e5f2d,15430210-cf40-480d-a4cd-666337673b52
4337,2017-09-10T00:00:00.000Z,Hurricane,7183,General Staff Emergency Measures,011-32000-00,B - Emergency Protective Measures,Small,Broward County,11,Florida,FL,12,56722.97,56722.97,56722.97,2019-06-10T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,9ea2233660fb460b28bc66729be3604a6e03fdc9,97e8b8b1-a998-4879-9d50-f546a935b84c
4337,2017-09-10T00:00:00.000Z,Hurricane,160,Solid Waste Transfer Station Emergency / Temporary Repairs,115-64175-00,B - Emergency Protective Measures,Small,Sarasota County,115,Florida,FL,12,10892.0,10892.0,10892.0,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,68580b07e92e20ca162cd31db54a5f14c27b3e28,128cbb3b-3904-41f4-b5ec-443b502224c3
1603,2005-08-29T00:00:00.000Z,Hurricane,8696,(PW# 8696) FRANKLIN AVENUE ADMINISTRATION BUILDING,071-UJMF7-00,B - Emergency Protective Measures,Large,Orleans Parish,71,Louisiana,LA,22,77677.17,77677.17,77677.17,2014-12-31T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-21T15:02:39.229Z,7541b10fbc1c1afd5a321ae5f48a6409522016fa,19e1ec9c-cc24-40f5-82a8-e46334d1d4a1
4277,2016-08-14T00:00:00.000Z,Flood,904,(PW# 904) EHS009E EPISCOPAL HIGH SCHOOL CONTENTS ALL BUILDINGS,033-UF9YQ-00,E - Buildings and Equipment,Large,East Baton Rouge Parish,33,Louisiana,LA,22,388232.34,349409.11,349409.11,2019-11-26T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-06T15:05:57.232Z,1db9bbcf97f9701897775a79abcbe7affb37d554,187c319c-1496-4961-b1db-221ff3787db7
4337,2017-09-10T00:00:00.000Z,Hurricane,5466,Department of Public Works Emergency Protective Measures,115-64175-00,B - Emergency Protective Measures,Small,Sarasota County,115,Florida,FL,12,44566.45,44566.45,44566.45,2019-03-18T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,769f98268cb4d36f82e0a54a1fa119bba3210d63,e43df353-5a16-448e-888e-8143042e0a92
4337,2017-09-10T00:00:00.000Z,Hurricane,75,PAAP Sept 4 through Sept 17 (75%),031-48100-00,A - Debris Removal,Small,Duval County,31,Florida,FL,12,52311.95,47080.76,47080.76,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,3d26bf26aacecb28a8e1ba4da0ebec824064c592,13b2bd43-58ea-4a62-af37-10f2b76f6d3f
4337,2017-09-10T00:00:00.000Z,Hurricane,269,"Roof, Ceiling, Insulation and police vehicle",031-48100-00,E - Buildings and Equipment,Small,Duval County,31,Florida,FL,12,5507.29,4956.56,4956.56,2019-09-05T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,221fafe8355109a167c98786b0deaf1a09fec6b6,9cd48979-1d4f-4b1a-bbf1-5d3ca162d2f0
4337,2017-09-10T00:00:00.000Z,Hurricane,2629,Donated Resources,101-16125-00,B - Emergency Work Donated Resources,Small,Pasco County,101,Florida,FL,12,1136.27,1121.72,1121.72,2025-02-25T00:00:00.000Z,0.0,B,Emergency Work Donated Resources,2025-04-05T15:02:37.720Z,f53f80ea13c8ad9dd0f08885a660aee43c2b60b1,19c5b87b-94b1-4db2-85a8-9ff3f5454b73
4337,2017-09-10T00:00:00.000Z,Hurricane,5490,City Emergency Protective Measures 100%,011-28452-00,B - Emergency Protective Measures,Large,Broward County,11,Florida,FL,12,175547.66,175547.66,175547.66,2019-04-16T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,36a4d3fb37cd2c077155465e879878d9a4bd10f4,2da2efed-00b3-4fe8-a42a-fcc9bb03e742
4337,2017-09-10T00:00:00.000Z,Hurricane,1545,Debris Removal - Sept 4 to Sept 17,061-U8KY9-00,A - Debris Removal,Small,Indian River County,61,Florida,FL,12,2570.05,2313.05,2313.05,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,84ebf3080f51df75011ced45b1ee8043f2c95d3f,176f6ae0-2e55-42e5-97df-2f2272279446
4337,2017-09-10T00:00:00.000Z,Hurricane,3509,Public Works Fuel Station,011-24000-00,E - Buildings and Equipment,Small,Broward County,11,Florida,FL,12,33869.11,30482.2,30482.2,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,9c2f92a53a92867e4f64ad7c7222c7d737a464a2,4e4d42a1-a31e-40dd-bdd9-c955750eeba7
1603,2005-08-29T00:00:00.000Z,Hurricane,8800,(PW# 8800) REPAIR OF EMD 3401 (GOLIATH WRECKER),071-55000-00,E - Buildings and Equipment,Large,Orleans Parish,71,Louisiana,LA,22,60487.49,60487.49,60487.49,2013-10-31T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-21T15:02:39.229Z,f4f849252463a5771b13817498c878844dbbca4b,72a91319-280e-47d4-9589-5933eecf1728
4337,2017-09-10T00:00:00.000Z,Hurricane,5655,MK1 - 90% Reimbursment (Sept 18 - Oct 17),011-39550-00,A - Debris Removal,Large,Broward County,11,Florida,FL,12,2254285.95,2028857.36,2028857.36,2019-10-18T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,b3ed742512db8cc116c7ef74861458eee85b0c7b,85e45343-19a1-484a-85d9-95bb6010a05d
4337,2017-09-10T00:00:00.000Z,Hurricane,11,EOC Activation in Anticipation of Hurricane Irma,113-99113-00,B - Emergency Protective Measures,Small,Santa Rosa County,113,Florida,FL,12,3947.44,3947.44,3947.44,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,7f572fcd8314ad01b7742bcb2f4a55cb7e7ad457,52eeb6fc-feaa-4db0-a333-5c5da9b95777
4330,2017-08-16T00:00:00.000Z,Flood,115,Town wide Roads Damaged (32) ,027-52900-00,C - Roads and Bridges,Large,Windsor County,27,Vermont,VT,50,397498.76,298124.07,298124.07,2019-07-02T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,97558d36a5ef3fd3af7c53734ad877e688a808b5,88aa72af-7b59-468a-9f26-22fb222bf43f
4337,2017-09-10T00:00:00.000Z,Hurricane,1816,PAAP 1-30 Day Debris Removal (90%),099-U1LID-00,A - Debris Removal,Small,Palm Beach County,99,Florida,FL,12,31817.5,28635.75,28635.75,2019-03-08T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,b9f08ccf4c94c0010eb727423e7e72293c1657da,5ddda75f-9111-4d1d-a733-dde90b1e1c5c
4332,2017-08-25T00:00:00.000Z,Hurricane,7271,Pct. # 2 - Paved Roads,407-99407-00,C - Roads and Bridges,Small,San Jacinto County,407,Texas,TX,48,115682.93,104114.64,104114.64,2020-09-08T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-06T15:05:57.232Z,de34d2d5f627d8a2c11b50e177b74f7f8c518763,3134f598-b9c4-403a-920f-737a874b4fb2
4337,2017-09-10T00:00:00.000Z,Hurricane,3241,Complete EMP,015-59200-00,B - Emergency Protective Measures,Large,Charlotte County,15,Florida,FL,12,474540.65,474540.65,474540.65,2019-05-16T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,f517b53fafbaa30ed39e2a7910a081dafe0d9731,8dfc9f93-b016-4073-9def-392d9228ce41
4337,2017-09-10T00:00:00.000Z,Hurricane,7273,PAAP - Debris Removal Countywide ¿ Operational Time Period #2: 9/18/17 - 10/17/17 (90%),071-99071-00,A - Debris Removal,Large,Lee County,71,Florida,FL,12,13082746.16,11774471.54,11774471.54,2019-11-27T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,84c82817cd9bac757ac249c6a422d8a382e0667c,da46f9c8-b0b5-47f7-9cd6-c8448fb571b2
1603,2005-08-29T00:00:00.000Z,Hurricane,5988,"(PW# 5988) (DEPT. OF CULTURE, RECREATION, & TOURISM) ST. BERNARD STATE PARK - ENTRANCE STATION (ST. BERNARD)",000-UXL4N-00,E - Buildings and Equipment,Small,Statewide,33,Louisiana,LA,22,26633.4,26633.4,26633.4,2018-01-24T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-21T15:02:39.229Z,e0cc1c51f71c91ba58e55fea8d53e5bec0fdbcc7,6058a77f-29c5-4c02-a94a-005f781e2bce
4020,2011-08-31T00:00:00.000Z,Hurricane,665,(PW# 665) 6134606 - Highway Garage EPM,027-61346-00,C - Roads and Bridges,Small,Dutchess County,27,New York,NY,36,1456.19,1092.14,1092.14,2012-01-31T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-21T15:02:39.229Z,7adb3cba0254cd30816c2f850d7f1b0ed1c686ac,5f087b5f-cae6-46f2-9eca-90ab589b386f
4323,2017-07-12T00:00:00.000Z,Flood,98,Walsh County - Grafton Twp - WC,099-99099-00,C - Roads and Bridges,Small,Walsh County,99,North Dakota,ND,38,5595.15,4196.37,4196.37,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,70f90e3d5a239a2879acc1135721857a1e3bb37d,c99ba18c-e199-4bc0-94db-07408f084891
4337,2017-09-10T00:00:00.000Z,Hurricane,171,Lake by the Bay Park- Cutler Ridge Park-Pool,086-UXXTX-00,"G - Parks, Recreational Facilities, and Other Items",Small,Miami-Dade County,86,Florida,FL,12,27735.73,24962.16,24962.16,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,7cc3df98e6acc4e355d5dac94b53bd2425888118,05a5739f-004a-4e79-8a57-7bd565f24eab
4337,2017-09-10T00:00:00.000Z,Hurricane,163,Miami Springs - Elevator,086-45200-00,E - Buildings and Equipment,Small,Miami-Dade County,86,Florida,FL,12,7197.18,6477.47,6477.47,2019-09-05T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,ef8e66e64a93722944e28e585b4bd662cb068bad,ee5f76af-51b3-40fa-a6cf-4ed0950677e6
4337,2017-09-10T00:00:00.000Z,Hurricane,4005,North Water Treatment Plant - Liquid Lime Hauling,021-43083-00,F - Utilities,Large,Collier County,21,Florida,FL,12,133295.42,119965.87,119965.87,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,10b81080650c919ecbd524823a4cd666f6f2efe1,a281451e-98d6-4f6f-a00e-fbd601719cfc
4337,2017-09-10T00:00:00.000Z,Hurricane,6427,Emergency Protective Measures,095-42575-00,B - Emergency Protective Measures,Small,Orange County,95,Florida,FL,12,100387.8,100387.8,100387.8,2020-03-17T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,a492888296548ccd17ceba6b01bbd38d2d3c5c58,ae4b8cff-fcd1-488f-a34e-ac9409329050
4337,2017-09-10T00:00:00.000Z,Hurricane,7525,PAAP 9/18 - 10/17 Debris 90% fs,095-42575-00,A - Debris Removal,Large,Orange County,95,Florida,FL,12,1317344.19,1185609.77,1185609.77,2020-11-18T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,6a28773345496962854f72bc2f8f832ddc2192ef,42e3861f-4557-42cb-85c7-f0fb18936233
4337,2017-09-10T00:00:00.000Z,Hurricane,25,Emergency Protective Measures - Sept 4 to Oct 3,061-33600-00,B - Emergency Protective Measures,Small,Indian River County,61,Florida,FL,12,36105.32,36105.32,36105.32,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,1748ca2ea2e93acaf098b3b95e6916a98605566a,66aeb230-292c-43cd-9639-bb0ee2783793
4337,2017-09-10T00:00:00.000Z,Hurricane,409,Public Safety Building,061-33600-00,E - Buildings and Equipment,Small,Indian River County,61,Florida,FL,12,27667.0,24900.3,24900.3,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,06795a3ce2f6b938e048a1aaa17dfeff7bc6cc90,16c6aedb-6c07-47ad-a733-c38356b5e2d9
4323,2017-07-12T00:00:00.000Z,Flood,138,"Walsh County - Shepherd, Walsh Centre, Fertile County Sites - WTBC",099-99099-00,C - Roads and Bridges,Small,Walsh County,99,North Dakota,ND,38,46173.16,34629.87,34629.87,2018-08-20T00:00:00.000Z,18985.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,f5f6662c67781153664a98d08b468add12246ab5,92bece6a-f2ba-43e5-bc01-59b5b6f0bb08
4337,2017-09-10T00:00:00.000Z,Hurricane,646,Police Dept - 100% Federal Costshare Timeframe,109-62525-00,B - Emergency Protective Measures,Small,St. Johns County,109,Florida,FL,12,24491.73,24491.73,24491.73,2018-08-23T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,937b57df094e554056d3ec47c937d1b56a506988,1a9868ae-f7bc-4370-ad0e-b0d832495351
4337,2017-09-10T00:00:00.000Z,Hurricane,156,Grove Park Elementary storm drain damage ,019-0CB73-00,"G - Parks, Recreational Facilities, and Other Items",Small,Clay County,19,Florida,FL,12,43884.71,39496.24,39496.24,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,a380d529bce51bffa95d271341c36c55270b6990,b561b283-b79a-41da-9a80-2d7754b8be36
